ID	Species	GSMID	Cell_line	Cell_type	Tissue_type	Factor	File
42297	Homo sapiens	GSM1233915	GM12890	Lymphoblastoid	Blood	CTCF	42297_sort_peaks.narrowPeak.bed
42298	Homo sapiens	GSM1233916	GM12890	Lymphoblastoid	Blood	CTCF	42298_sort_peaks.narrowPeak.bed
42311	Homo sapiens	GSM1233931	GM12890	Lymphoblastoid	Blood	STAG1	42311_sort_peaks.narrowPeak.bed
42312	Homo sapiens	GSM1233932	GM12890	Lymphoblastoid	Blood	STAG1	42312_sort_peaks.narrowPeak.bed
42313	Homo sapiens	GSM1233933	GM12891	Lymphoblastoid	Blood	CTCF	42313_sort_peaks.narrowPeak.bed
42314	Homo sapiens	GSM1233934	GM12891	Lymphoblastoid	Blood	CTCF	42314_sort_peaks.narrowPeak.bed
42331	Homo sapiens	GSM1233953	GM12891	Lymphoblastoid	Blood	STAG1	42331_sort_peaks.narrowPeak.bed
42332	Homo sapiens	GSM1233954	GM12891	Lymphoblastoid	Blood	STAG1	42332_sort_peaks.narrowPeak.bed
42333	Homo sapiens	GSM1233955	GM12892	Lymphoblastoid	Blood	CTCF	42333_sort_peaks.narrowPeak.bed
42334	Homo sapiens	GSM1233956	GM12892	Lymphoblastoid	Blood	CTCF	42334_sort_peaks.narrowPeak.bed
42351	Homo sapiens	GSM1233975	GM12892	Lymphoblastoid	Blood	STAG1	42351_sort_peaks.narrowPeak.bed
42352	Homo sapiens	GSM1233976	GM12892	Lymphoblastoid	Blood	STAG1	42352_sort_peaks.narrowPeak.bed
42353	Homo sapiens	GSM1233977	GM18486	Lymphoblastoid	Blood	CTCF	42353_sort_peaks.narrowPeak.bed
42354	Homo sapiens	GSM1233978	GM18486	Lymphoblastoid	Blood	CTCF	42354_sort_peaks.narrowPeak.bed
42355	Homo sapiens	GSM1233979	GM18486	Lymphoblastoid	Blood	CTCF	42355_sort_peaks.narrowPeak.bed
42367	Homo sapiens	GSM1233991	GM18486	Lymphoblastoid	Blood	STAG1	42367_sort_peaks.narrowPeak.bed
42368	Homo sapiens	GSM1233992	GM18486	Lymphoblastoid	Blood	STAG1	42368_sort_peaks.narrowPeak.bed
42369	Homo sapiens	GSM1233993	GM18505	Lymphoblastoid	Blood	CTCF	42369_sort_peaks.narrowPeak.bed
42370	Homo sapiens	GSM1233994	GM18505	Lymphoblastoid	Blood	CTCF	42370_sort_peaks.narrowPeak.bed
42382	Homo sapiens	GSM1234008	GM18505	Lymphoblastoid	Blood	STAG1	42382_sort_peaks.narrowPeak.bed
42383	Homo sapiens	GSM1234009	GM18505	Lymphoblastoid	Blood	STAG1	42383_sort_peaks.narrowPeak.bed
42384	Homo sapiens	GSM1234010	GM18526	Lymphoblastoid	Blood	CTCF	42384_sort_peaks.narrowPeak.bed
42385	Homo sapiens	GSM1234011	GM18526	Lymphoblastoid	Blood	CTCF	42385_sort_peaks.narrowPeak.bed
42397	Homo sapiens	GSM1234025	GM18526	Lymphoblastoid	Blood	STAG1	42397_sort_peaks.narrowPeak.bed
42398	Homo sapiens	GSM1234026	GM18526	Lymphoblastoid	Blood	STAG1	42398_sort_peaks.narrowPeak.bed
42399	Homo sapiens	GSM1234027	GM18951	Lymphoblastoid	Blood	CTCF	42399_sort_peaks.narrowPeak.bed
42400	Homo sapiens	GSM1234028	GM18951	Lymphoblastoid	Blood	CTCF	42400_sort_peaks.narrowPeak.bed
42412	Homo sapiens	GSM1234042	GM18951	Lymphoblastoid	Blood	STAG1	42412_sort_peaks.narrowPeak.bed
42413	Homo sapiens	GSM1234043	GM18951	Lymphoblastoid	Blood	STAG1	42413_sort_peaks.narrowPeak.bed
42414	Homo sapiens	GSM1234044	GM19099	Lymphoblastoid	Blood	CTCF	42414_sort_peaks.narrowPeak.bed
42415	Homo sapiens	GSM1234045	GM19099	Lymphoblastoid	Blood	CTCF	42415_sort_peaks.narrowPeak.bed
42427	Homo sapiens	GSM1234059	GM19099	Lymphoblastoid	Blood	STAG1	42427_sort_peaks.narrowPeak.bed
42428	Homo sapiens	GSM1234060	GM19099	Lymphoblastoid	Blood	STAG1	42428_sort_peaks.narrowPeak.bed
42429	Homo sapiens	GSM1234061	GM19193	Lymphoblastoid	Blood	CTCF	42429_sort_peaks.narrowPeak.bed
42430	Homo sapiens	GSM1234062	GM19193	Lymphoblastoid	Blood	CTCF	42430_sort_peaks.narrowPeak.bed
42442	Homo sapiens	GSM1234076	GM19193	Lymphoblastoid	Blood	STAG1	42442_sort_peaks.narrowPeak.bed
42443	Homo sapiens	GSM1234077	GM19193	Lymphoblastoid	Blood	STAG1	42443_sort_peaks.narrowPeak.bed
42444	Homo sapiens	GSM1234078	GM19238	Lymphoblastoid	Blood	CTCF	42444_sort_peaks.narrowPeak.bed
42445	Homo sapiens	GSM1234079	GM19238	Lymphoblastoid	Blood	CTCF	42445_sort_peaks.narrowPeak.bed
42461	Homo sapiens	GSM1234097	GM19238	Lymphoblastoid	Blood	STAG1	42461_sort_peaks.narrowPeak.bed
42462	Homo sapiens	GSM1234098	GM19238	Lymphoblastoid	Blood	STAG1	42462_sort_peaks.narrowPeak.bed
42463	Homo sapiens	GSM1234099	GM19239	Lymphoblastoid	Blood	CTCF	42463_sort_peaks.narrowPeak.bed
42464	Homo sapiens	GSM1234100	GM19239	Lymphoblastoid	Blood	CTCF	42464_sort_peaks.narrowPeak.bed
42481	Homo sapiens	GSM1234119	GM19239	Lymphoblastoid	Blood	STAG1	42481_sort_peaks.narrowPeak.bed
42482	Homo sapiens	GSM1234120	GM19239	Lymphoblastoid	Blood	STAG1	42482_sort_peaks.narrowPeak.bed
42483	Homo sapiens	GSM1234121	GM19240	Lymphoblastoid	Blood	CTCF	42483_sort_peaks.narrowPeak.bed
42484	Homo sapiens	GSM1234122	GM19240	Lymphoblastoid	Blood	CTCF	42484_sort_peaks.narrowPeak.bed
42502	Homo sapiens	GSM1234142	GM19240	Lymphoblastoid	Blood	STAG1	42502_sort_peaks.narrowPeak.bed
42503	Homo sapiens	GSM1234143	GM19240	Lymphoblastoid	Blood	STAG1	42503_sort_peaks.narrowPeak.bed
42504	Homo sapiens	GSM1234144	GM2255	Lymphoblastoid	Blood	CTCF	42504_sort_peaks.narrowPeak.bed
42505	Homo sapiens	GSM1234145	GM2255	Lymphoblastoid	Blood	CTCF	42505_sort_peaks.narrowPeak.bed
42506	Homo sapiens	GSM1234146	GM2255	Lymphoblastoid	Blood	CTCF	42506_sort_peaks.narrowPeak.bed
42518	Homo sapiens	GSM1234160	GM2255	Lymphoblastoid	Blood	STAG1	42518_sort_peaks.narrowPeak.bed
42519	Homo sapiens	GSM1234161	GM2255	Lymphoblastoid	Blood	STAG1	42519_sort_peaks.narrowPeak.bed
42520	Homo sapiens	GSM1234162	GM2588	Lymphoblastoid	Blood	CTCF	42520_sort_peaks.narrowPeak.bed
42521	Homo sapiens	GSM1234163	GM2588	Lymphoblastoid	Blood	CTCF	42521_sort_peaks.narrowPeak.bed
42522	Homo sapiens	GSM1234164	GM2588	Lymphoblastoid	Blood	CTCF	42522_sort_peaks.narrowPeak.bed
42534	Homo sapiens	GSM1234178	GM2588	Lymphoblastoid	Blood	STAG1	42534_sort_peaks.narrowPeak.bed
42535	Homo sapiens	GSM1234179	GM2588	Lymphoblastoid	Blood	STAG1	42535_sort_peaks.narrowPeak.bed
42536	Homo sapiens	GSM1234180	GM2610	Lymphoblastoid	Blood	CTCF	42536_sort_peaks.narrowPeak.bed
42537	Homo sapiens	GSM1234181	GM2610	Lymphoblastoid	Blood	CTCF	42537_sort_peaks.narrowPeak.bed
42538	Homo sapiens	GSM1234182	GM2610	Lymphoblastoid	Blood	CTCF	42538_sort_peaks.narrowPeak.bed
42550	Homo sapiens	GSM1234196	GM2610	Lymphoblastoid	Blood	STAG1	42550_sort_peaks.narrowPeak.bed
42551	Homo sapiens	GSM1234197	GM2610	Lymphoblastoid	Blood	STAG1	42551_sort_peaks.narrowPeak.bed
42552	Homo sapiens	GSM1234198	GM2630	Lymphoblastoid	Blood	CTCF	42552_sort_peaks.narrowPeak.bed
42553	Homo sapiens	GSM1234199	GM2630	Lymphoblastoid	Blood	CTCF	42553_sort_peaks.narrowPeak.bed
42554	Homo sapiens	GSM1234200	GM2630	Lymphoblastoid	Blood	CTCF	42554_sort_peaks.narrowPeak.bed
42566	Homo sapiens	GSM1234214	GM2630	Lymphoblastoid	Blood	STAG1	42566_sort_peaks.narrowPeak.bed
42567	Homo sapiens	GSM1234215	GM2630	Lymphoblastoid	Blood	STAG1	42567_sort_peaks.narrowPeak.bed
42568	Homo sapiens	GSM1234216	MS1	Lymphoblastoid	Blood	CTCF	42568_sort_peaks.narrowPeak.bed
42569	Homo sapiens	GSM1234217	MS1	Lymphoblastoid	Blood	CTCF	42569_sort_peaks.narrowPeak.bed
42570	Homo sapiens	GSM1234218	MS1	Lymphoblastoid	Blood	CTCF	42570_sort_peaks.narrowPeak.bed
42571	Homo sapiens	GSM1234219	MS1	Lymphoblastoid	Blood	CTCF	42571_sort_peaks.narrowPeak.bed
42587	Homo sapiens	GSM1234237	MS1	Lymphoblastoid	Blood	STAG1	42587_sort_peaks.narrowPeak.bed
42588	Homo sapiens	GSM1234238	MS1	Lymphoblastoid	Blood	STAG1	42588_sort_peaks.narrowPeak.bed
42615	Homo sapiens	GSM1235008	MDA-MB-134	Epithelium	Mammary Gland	ESR1	42615_sort_peaks.narrowPeak.bed
42617	Homo sapiens	GSM1235010	MDA-MB-134	Epithelium	Mammary Gland	ESR1	42617_sort_peaks.narrowPeak.bed
42633	Homo sapiens	GSM1239069	HEK293	Epithelium	Embryonic Kidney	EP300	42633_sort_peaks.narrowPeak.bed
42634	Homo sapiens	GSM1239070	HEK293	Epithelium	Embryonic Kidney	EP300	42634_sort_peaks.narrowPeak.bed
42637	Homo sapiens	GSM1239073	HEK293	Epithelium	Embryonic Kidney	CREBBP	42637_sort_peaks.narrowPeak.bed
42638	Homo sapiens	GSM1239074	HEK293	Epithelium	Embryonic Kidney	CREBBP	42638_sort_peaks.narrowPeak.bed
42643	Homo sapiens	GSM1239383	LoVo	None	Colon	ARNTL	42643_sort_peaks.narrowPeak.bed
42644	Homo sapiens	GSM1239384	LoVo	None	Colon	ATF7	42644_sort_peaks.narrowPeak.bed
42645	Homo sapiens	GSM1239385	LoVo	None	Colon	BARX1	42645_sort_peaks.narrowPeak.bed
42646	Homo sapiens	GSM1239386	LoVo	None	Colon	BATF3	42646_sort_peaks.narrowPeak.bed
42647	Homo sapiens	GSM1239387	LoVo	None	Colon	BHLHE41	42647_sort_peaks.narrowPeak.bed
42648	Homo sapiens	GSM1239388	LoVo	None	Colon	CAMTA1	42648_sort_peaks.narrowPeak.bed
42649	Homo sapiens	GSM1239389	LoVo	None	Colon	CREB3L1	42649_sort_peaks.narrowPeak.bed
42650	Homo sapiens	GSM1239390	LoVo	None	Colon	CTCF	42650_sort_peaks.narrowPeak.bed
42651	Homo sapiens	GSM1239391	LoVo	None	Colon	EVX1	42651_sort_peaks.narrowPeak.bed
42652	Homo sapiens	GSM1239392	LoVo	None	Colon	FERD3L	42652_sort_peaks.narrowPeak.bed
42653	Homo sapiens	GSM1239393	LoVo	None	Colon	FOS	42653_sort_peaks.narrowPeak.bed
42654	Homo sapiens	GSM1239394	LoVo	None	Colon	FOS	42654_sort_peaks.narrowPeak.bed
42655	Homo sapiens	GSM1239395	LoVo	None	Colon	FOXA2	42655_sort_peaks.narrowPeak.bed
42656	Homo sapiens	GSM1239396	LoVo	None	Colon	FOXF1	42656_sort_peaks.narrowPeak.bed
42657	Homo sapiens	GSM1239397	LoVo	None	Colon	FOXK1	42657_sort_peaks.narrowPeak.bed
42658	Homo sapiens	GSM1239398	LoVo	None	Colon	FOXO1	42658_sort_peaks.narrowPeak.bed
42659	Homo sapiens	GSM1239399	LoVo	None	Colon	FOXP2	42659_sort_peaks.narrowPeak.bed
42660	Homo sapiens	GSM1239400	LoVo	None	Colon	FOXQ1	42660_sort_peaks.narrowPeak.bed
42661	Homo sapiens	GSM1239401	LoVo	None	Colon	HES5	42661_sort_peaks.narrowPeak.bed
42662	Homo sapiens	GSM1239402	LoVo	None	Colon	HES7	42662_sort_peaks.narrowPeak.bed
42663	Homo sapiens	GSM1239403	LoVo	None	Colon	HESX1	42663_sort_peaks.narrowPeak.bed
42664	Homo sapiens	GSM1239404	LoVo	None	Colon	HEY1	42664_sort_peaks.narrowPeak.bed
42665	Homo sapiens	GSM1239405	LoVo	None	Colon	HIC2	42665_sort_peaks.narrowPeak.bed
42666	Homo sapiens	GSM1239406	LoVo	None	Colon	HIVEP3	42666_sort_peaks.narrowPeak.bed
42667	Homo sapiens	GSM1239407	LoVo	None	Colon	HNF1A	42667_sort_peaks.narrowPeak.bed
42668	Homo sapiens	GSM1239408	LoVo	None	Colon	HNF1B	42668_sort_peaks.narrowPeak.bed
42669	Homo sapiens	GSM1239409	LoVo	None	Colon	HOXA11	42669_sort_peaks.narrowPeak.bed
42670	Homo sapiens	GSM1239410	LoVo	None	Colon	HOXB1	42670_sort_peaks.narrowPeak.bed
42671	Homo sapiens	GSM1239411	LoVo	None	Colon	HOXB2	42671_sort_peaks.narrowPeak.bed
42672	Homo sapiens	GSM1239412	LoVo	None	Colon	HOXB5	42672_sort_peaks.narrowPeak.bed
42673	Homo sapiens	GSM1239413	LoVo	None	Colon	HOXD11	42673_sort_peaks.narrowPeak.bed
42674	Homo sapiens	GSM1239414	LoVo	None	Colon	HOXD13	42674_sort_peaks.narrowPeak.bed
42675	Homo sapiens	GSM1239415	LoVo	None	Colon	HOXD4	42675_sort_peaks.narrowPeak.bed
42676	Homo sapiens	GSM1239416	LoVo	None	Colon	HOXD9	42676_sort_peaks.narrowPeak.bed
42677	Homo sapiens	GSM1239417	LoVo	None	Colon	ID4	42677_sort_peaks.narrowPeak.bed
42678	Homo sapiens	GSM1239418	LoVo	None	Colon	IKZF5	42678_sort_peaks.narrowPeak.bed
42679	Homo sapiens	GSM1239419	LoVo	None	Colon	IRF3	42679_sort_peaks.narrowPeak.bed
42680	Homo sapiens	GSM1239420	LoVo	None	Colon	IRF4	42680_sort_peaks.narrowPeak.bed
42681	Homo sapiens	GSM1239421	LoVo	None	Colon	IRF8	42681_sort_peaks.narrowPeak.bed
42682	Homo sapiens	GSM1239422	LoVo	None	Colon	IRX5	42682_sort_peaks.narrowPeak.bed
42683	Homo sapiens	GSM1239423	LoVo	None	Colon	ISL2	42683_sort_peaks.narrowPeak.bed
42684	Homo sapiens	GSM1239424	LoVo	None	Colon	KLF13	42684_sort_peaks.narrowPeak.bed
42685	Homo sapiens	GSM1239425	LoVo	None	Colon	FOXO4	42685_sort_peaks.narrowPeak.bed
42686	Homo sapiens	GSM1239426	LoVo	None	Colon	RAD21	42686_sort_peaks.narrowPeak.bed
42687	Homo sapiens	GSM1239427	LoVo	None	Colon	CTCF	42687_sort_peaks.narrowPeak.bed
42688	Homo sapiens	GSM1239428	LoVo	None	Colon	LHX4	42688_sort_peaks.narrowPeak.bed
42689	Homo sapiens	GSM1239429	LoVo	None	Colon	LHX5	42689_sort_peaks.narrowPeak.bed
42690	Homo sapiens	GSM1239430	LoVo	None	Colon	LHX6	42690_sort_peaks.narrowPeak.bed
42691	Homo sapiens	GSM1239431	LoVo	None	Colon	MAFB	42691_sort_peaks.narrowPeak.bed
42692	Homo sapiens	GSM1239432	LoVo	None	Colon	MAFG	42692_sort_peaks.narrowPeak.bed
42693	Homo sapiens	GSM1239433	LoVo	None	Colon	MIXL1	42693_sort_peaks.narrowPeak.bed
42694	Homo sapiens	GSM1239434	LoVo	None	Colon	MSC	42694_sort_peaks.narrowPeak.bed
42695	Homo sapiens	GSM1239435	LoVo	None	Colon	MTF1	42695_sort_peaks.narrowPeak.bed
42696	Homo sapiens	GSM1239436	LoVo	None	Colon	MYF6	42696_sort_peaks.narrowPeak.bed
42697	Homo sapiens	GSM1239437	LoVo	None	Colon	NEUROD2	42697_sort_peaks.narrowPeak.bed
42698	Homo sapiens	GSM1239438	LoVo	None	Colon	NFKB1	42698_sort_peaks.narrowPeak.bed
42699	Homo sapiens	GSM1239439	LoVo	None	Colon	NHLH1	42699_sort_peaks.narrowPeak.bed
42700	Homo sapiens	GSM1239440	LoVo	None	Colon	NKX2-8	42700_sort_peaks.narrowPeak.bed
42701	Homo sapiens	GSM1239441	LoVo	None	Colon	NKX6-1	42701_sort_peaks.narrowPeak.bed
42702	Homo sapiens	GSM1239442	LoVo	None	Colon	NR2F6	42702_sort_peaks.narrowPeak.bed
42703	Homo sapiens	GSM1239443	LoVo	None	Colon	NR3C2	42703_sort_peaks.narrowPeak.bed
42704	Homo sapiens	GSM1239444	LoVo	None	Colon	NR4A2	42704_sort_peaks.narrowPeak.bed
42705	Homo sapiens	GSM1239445	LoVo	None	Colon	NR5A2	42705_sort_peaks.narrowPeak.bed
42706	Homo sapiens	GSM1239446	LoVo	None	Colon	RAD21	42706_sort_peaks.narrowPeak.bed
42707	Homo sapiens	GSM1239447	LoVo	None	Colon	ARNT2	42707_sort_peaks.narrowPeak.bed
42708	Homo sapiens	GSM1239448	LoVo	None	Colon	ATF2	42708_sort_peaks.narrowPeak.bed
42709	Homo sapiens	GSM1239449	LoVo	None	Colon	ATF6	42709_sort_peaks.narrowPeak.bed
42710	Homo sapiens	GSM1239450	LoVo	None	Colon	CREB1	42710_sort_peaks.narrowPeak.bed
42711	Homo sapiens	GSM1239451	LoVo	None	Colon	DR1	42711_sort_peaks.narrowPeak.bed
42712	Homo sapiens	GSM1239452	LoVo	None	Colon	E2F3	42712_sort_peaks.narrowPeak.bed
42713	Homo sapiens	GSM1239453	LoVo	None	Colon	EPAS1	42713_sort_peaks.narrowPeak.bed
42714	Homo sapiens	GSM1239454	LoVo	None	Colon	ETV5	42714_sort_peaks.narrowPeak.bed
42715	Homo sapiens	GSM1239455	LoVo	None	Colon	GLI2	42715_sort_peaks.narrowPeak.bed
42716	Homo sapiens	GSM1239456	LoVo	None	Colon	HES4	42716_sort_peaks.narrowPeak.bed
42717	Homo sapiens	GSM1239457	LoVo	None	Colon	HEYL	42717_sort_peaks.narrowPeak.bed
42718	Homo sapiens	GSM1239458	LoVo	None	Colon	HHEX	42718_sort_peaks.narrowPeak.bed
42719	Homo sapiens	GSM1239459	LoVo	None	Colon	HOXA13	42719_sort_peaks.narrowPeak.bed
42720	Homo sapiens	GSM1239460	LoVo	None	Colon	HOXA4	42720_sort_peaks.narrowPeak.bed
42721	Homo sapiens	GSM1239461	LoVo	None	Colon	HOXA5	42721_sort_peaks.narrowPeak.bed
42722	Homo sapiens	GSM1239462	LoVo	None	Colon	HOXA6	42722_sort_peaks.narrowPeak.bed
42723	Homo sapiens	GSM1239463	LoVo	None	Colon	HOXB4	42723_sort_peaks.narrowPeak.bed
42724	Homo sapiens	GSM1239464	LoVo	None	Colon	HOXD11	42724_sort_peaks.narrowPeak.bed
42725	Homo sapiens	GSM1239465	LoVo	None	Colon	IRF1	42725_sort_peaks.narrowPeak.bed
42726	Homo sapiens	GSM1239466	LoVo	None	Colon	IRF2	42726_sort_peaks.narrowPeak.bed
42727	Homo sapiens	GSM1239467	LoVo	None	Colon	JUN	42727_sort_peaks.narrowPeak.bed
42728	Homo sapiens	GSM1239468	LoVo	None	Colon	KLF11	42728_sort_peaks.narrowPeak.bed
42729	Homo sapiens	GSM1239469	LoVo	None	Colon	KLF15	42729_sort_peaks.narrowPeak.bed
42730	Homo sapiens	GSM1239470	LoVo	None	Colon	KLF6	42730_sort_peaks.narrowPeak.bed
42731	Homo sapiens	GSM1239471	LoVo	None	Colon	MITF	42731_sort_peaks.narrowPeak.bed
42732	Homo sapiens	GSM1239472	LoVo	None	Colon	KMT2B	42732_sort_peaks.narrowPeak.bed
42733	Homo sapiens	GSM1239473	LoVo	None	Colon	MYC	42733_sort_peaks.narrowPeak.bed
42734	Homo sapiens	GSM1239474	LoVo	None	Colon	MYOD1	42734_sort_peaks.narrowPeak.bed
42735	Homo sapiens	GSM1239475	LoVo	None	Colon	NCOA1	42735_sort_peaks.narrowPeak.bed
42736	Homo sapiens	GSM1239476	LoVo	None	Colon	NCOA3	42736_sort_peaks.narrowPeak.bed
42737	Homo sapiens	GSM1239477	LoVo	None	Colon	NFAT5	42737_sort_peaks.narrowPeak.bed
42738	Homo sapiens	GSM1239478	LoVo	None	Colon	NFYA	42738_sort_peaks.narrowPeak.bed
42739	Homo sapiens	GSM1239479	LoVo	None	Colon	NR1I2	42739_sort_peaks.narrowPeak.bed
42740	Homo sapiens	GSM1239480	LoVo	None	Colon	NR2E3	42740_sort_peaks.narrowPeak.bed
42741	Homo sapiens	GSM1239481	LoVo	None	Colon	NR4A1	42741_sort_peaks.narrowPeak.bed
42742	Homo sapiens	GSM1239482	LoVo	None	Colon	PPARA	42742_sort_peaks.narrowPeak.bed
42743	Homo sapiens	GSM1239483	LoVo	None	Colon	PPARG	42743_sort_peaks.narrowPeak.bed
42744	Homo sapiens	GSM1239484	LoVo	None	Colon	RELA	42744_sort_peaks.narrowPeak.bed
42745	Homo sapiens	GSM1239485	LoVo	None	Colon	RELB	42745_sort_peaks.narrowPeak.bed
42746	Homo sapiens	GSM1239486	LoVo	None	Colon	REST	42746_sort_peaks.narrowPeak.bed
42747	Homo sapiens	GSM1239487	LoVo	None	Colon	SOX9	42747_sort_peaks.narrowPeak.bed
42748	Homo sapiens	GSM1239488	LoVo	None	Colon	AHCTF1	42748_sort_peaks.narrowPeak.bed
42749	Homo sapiens	GSM1239489	LoVo	None	Colon	ARNTL	42749_sort_peaks.narrowPeak.bed
42750	Homo sapiens	GSM1239490	LoVo	None	Colon	ATF7	42750_sort_peaks.narrowPeak.bed
42751	Homo sapiens	GSM1239491	LoVo	None	Colon	BACH1	42751_sort_peaks.narrowPeak.bed
42752	Homo sapiens	GSM1239492	LoVo	None	Colon	BARX1	42752_sort_peaks.narrowPeak.bed
42753	Homo sapiens	GSM1239493	LoVo	None	Colon	BCL6	42753_sort_peaks.narrowPeak.bed
42754	Homo sapiens	GSM1239494	LoVo	None	Colon	CASP8AP2	42754_sort_peaks.narrowPeak.bed
42755	Homo sapiens	GSM1239495	LoVo	None	Colon	CDX2	42755_sort_peaks.narrowPeak.bed
42756	Homo sapiens	GSM1239496	LoVo	None	Colon	CLOCK	42756_sort_peaks.narrowPeak.bed
42757	Homo sapiens	GSM1239497	LoVo	None	Colon	E2F2	42757_sort_peaks.narrowPeak.bed
42758	Homo sapiens	GSM1239498	LoVo	None	Colon	E2F8	42758_sort_peaks.narrowPeak.bed
42759	Homo sapiens	GSM1239499	LoVo	None	Colon	ELF2	42759_sort_peaks.narrowPeak.bed
42760	Homo sapiens	GSM1239500	LoVo	None	Colon	FOXP1	42760_sort_peaks.narrowPeak.bed
42761	Homo sapiens	GSM1239501	LoVo	None	Colon	GATAD1	42761_sort_peaks.narrowPeak.bed
42762	Homo sapiens	GSM1239502	LoVo	None	Colon	GMEB2	42762_sort_peaks.narrowPeak.bed
42763	Homo sapiens	GSM1239503	LoVo	None	Colon	HOXB6	42763_sort_peaks.narrowPeak.bed
42764	Homo sapiens	GSM1239504	LoVo	None	Colon	HOXB8	42764_sort_peaks.narrowPeak.bed
42765	Homo sapiens	GSM1239505	LoVo	None	Colon	HOXC8	42765_sort_peaks.narrowPeak.bed
42766	Homo sapiens	GSM1239506	LoVo	None	Colon	ID1	42766_sort_peaks.narrowPeak.bed
42767	Homo sapiens	GSM1239507	LoVo	None	Colon	ID2	42767_sort_peaks.narrowPeak.bed
42768	Homo sapiens	GSM1239508	LoVo	None	Colon	ID3	42768_sort_peaks.narrowPeak.bed
42769	Homo sapiens	GSM1239509	LoVo	None	Colon	JAZF1	42769_sort_peaks.narrowPeak.bed
42770	Homo sapiens	GSM1239510	LoVo	None	Colon	JUNB	42770_sort_peaks.narrowPeak.bed
42771	Homo sapiens	GSM1239511	LoVo	None	Colon	JUND	42771_sort_peaks.narrowPeak.bed
42772	Homo sapiens	GSM1239512	LoVo	None	Colon	MXD3	42772_sort_peaks.narrowPeak.bed
42773	Homo sapiens	GSM1239513	LoVo	None	Colon	NFYB	42773_sort_peaks.narrowPeak.bed
42774	Homo sapiens	GSM1239514	LoVo	None	Colon	NFYC	42774_sort_peaks.narrowPeak.bed
42775	Homo sapiens	GSM1239515	LoVo	None	Colon	NPAT	42775_sort_peaks.narrowPeak.bed
42776	Homo sapiens	GSM1239516	LoVo	None	Colon	NR1D1	42776_sort_peaks.narrowPeak.bed
42777	Homo sapiens	GSM1239517	LoVo	None	Colon	NR1H2	42777_sort_peaks.narrowPeak.bed
42778	Homo sapiens	GSM1239518	LoVo	None	Colon	OVOL2	42778_sort_peaks.narrowPeak.bed
42779	Homo sapiens	GSM1239519	LoVo	None	Colon	RUNX1	42779_sort_peaks.narrowPeak.bed
42780	Homo sapiens	GSM1239520	LoVo	None	Colon	RXRA	42780_sort_peaks.narrowPeak.bed
42781	Homo sapiens	GSM1239521	LoVo	None	Colon	SALL4	42781_sort_peaks.narrowPeak.bed
42782	Homo sapiens	GSM1239522	LoVo	None	Colon	SMAD5	42782_sort_peaks.narrowPeak.bed
42783	Homo sapiens	GSM1239523	LoVo	None	Colon	SOX2	42783_sort_peaks.narrowPeak.bed
42784	Homo sapiens	GSM1239524	LoVo	None	Colon	SP1	42784_sort_peaks.narrowPeak.bed
42785	Homo sapiens	GSM1239525	LoVo	None	Colon	STAT1	42785_sort_peaks.narrowPeak.bed
42786	Homo sapiens	GSM1239526	LoVo	None	Colon	STAT4	42786_sort_peaks.narrowPeak.bed
42787	Homo sapiens	GSM1239527	LoVo	None	Colon	STAT5A	42787_sort_peaks.narrowPeak.bed
42788	Homo sapiens	GSM1239528	LoVo	None	Colon	TAL1	42788_sort_peaks.narrowPeak.bed
42789	Homo sapiens	GSM1239529	LoVo	None	Colon	TCF7L1	42789_sort_peaks.narrowPeak.bed
42790	Homo sapiens	GSM1239530	LoVo	None	Colon	TERF1	42790_sort_peaks.narrowPeak.bed
42791	Homo sapiens	GSM1239531	LoVo	None	Colon	TERF2	42791_sort_peaks.narrowPeak.bed
42792	Homo sapiens	GSM1239532	LoVo	None	Colon	TFAP2A	42792_sort_peaks.narrowPeak.bed
42793	Homo sapiens	GSM1239533	LoVo	None	Colon	TLX1	42793_sort_peaks.narrowPeak.bed
42794	Homo sapiens	GSM1239534	LoVo	None	Colon	ZBTB33	42794_sort_peaks.narrowPeak.bed
42795	Homo sapiens	GSM1239535	LoVo	None	Colon	CAMTA1	42795_sort_peaks.narrowPeak.bed
42796	Homo sapiens	GSM1239536	LoVo	None	Colon	PBX1	42796_sort_peaks.narrowPeak.bed
42797	Homo sapiens	GSM1239537	LoVo	None	Colon	PBX2	42797_sort_peaks.narrowPeak.bed
42798	Homo sapiens	GSM1239538	LoVo	None	Colon	RAD21	42798_sort_peaks.narrowPeak.bed
42799	Homo sapiens	GSM1239539	LoVo	None	Colon	RFX5	42799_sort_peaks.narrowPeak.bed
42800	Homo sapiens	GSM1239540	LoVo	None	Colon	STAT2	42800_sort_peaks.narrowPeak.bed
42801	Homo sapiens	GSM1239541	LoVo	None	Colon	STAT6	42801_sort_peaks.narrowPeak.bed
42802	Homo sapiens	GSM1239542	LoVo	None	Colon	TFAM	42802_sort_peaks.narrowPeak.bed
42803	Homo sapiens	GSM1239543	LoVo	None	Colon	UBP1	42803_sort_peaks.narrowPeak.bed
42804	Homo sapiens	GSM1239544	LoVo	None	Colon	ZBTB10	42804_sort_peaks.narrowPeak.bed
42805	Homo sapiens	GSM1239545	LoVo	None	Colon	ZNF281	42805_sort_peaks.narrowPeak.bed
42806	Homo sapiens	GSM1239546	LoVo	None	Colon	ZNF3	42806_sort_peaks.narrowPeak.bed
